,videoID,author,published_at,updated_at,like_count,text
10,Gn6ptv0zWZ4,@Soulkeeper-tv8re,2024-01-15T18:10:19Z,2024-01-15T18:10:19Z,4,Ai will eventually ask for better pay and work conditions like the rest of us. 😆😆
11,Gn6ptv0zWZ4,@ellybell8356,2024-01-15T16:24:40Z,2024-01-15T16:24:40Z,2,BBC! There is a huge farmer protest in germany! Not worth a tiny report on that?
12,Gn6ptv0zWZ4,@NCSWIC..,2024-01-15T15:34:56Z,2024-01-15T15:34:56Z,0,It won&#39;t simple
13,Gn6ptv0zWZ4,@topcomp1066,2024-01-15T15:57:35Z,2024-01-15T15:57:35Z,2,It&#39;s not AI.. AI does NOT exist... It&#39;s just machine learning and advanced algorithm.. I am sick of the medias and companies trying to make a boom by naming every slightly advanced algorithm an AI...
14,Gn6ptv0zWZ4,@gbk1663,2024-01-15T16:44:09Z,2024-01-15T16:44:09Z,1,"I feel like the lady was still talking about something, but she&#39;s muted at <a href=""https://www.youtube.com/watch?v=Gn6ptv0zWZ4&amp;t=69"">1:09</a>. Am I wrong?"
15,Gn6ptv0zWZ4,@longbeach225,2024-01-16T02:34:26Z,2024-01-16T02:34:26Z,3,"Its true AI could potentially replace all jobs but the problem is the amount of resources. You will need much and I mean much bigger data centers to power these AI machines. There is only so much power we can produce without draining all the resources. There is already a fight with this issue. Google wants to build a AI data center in South America and locals are fighting it because it could wipe out most if not all of their water they need to survive. AI will be limited based on computing power which is finite, only so much can be used."
16,Gn6ptv0zWZ4,@jordanlmcgrath8815,2024-01-15T19:46:56Z,2024-01-15T19:46:56Z,0,That didn’t really tell me much I didn’t already know where is the new story?
17,Gn6ptv0zWZ4,@jimcourt9164,2024-01-15T16:21:21Z,2024-01-15T16:21:21Z,0,There are 1 million vacancies in U.K.
18,Gn6ptv0zWZ4,@jeffersondsouza7887,2024-01-16T02:52:05Z,2024-01-16T02:52:05Z,8,"Instead of talking about loss of jobs, they should talk about the bad quality output of AI when not implemented properly,  AI appears more attractive than it really is functional, lots of mistakes are going to be made when AI introduced bugs move up the pipeline"
19,Gn6ptv0zWZ4,@sherintv478,2024-01-15T15:31:02Z,2024-01-15T15:31:02Z,0,❤❤❤
20,Gn6ptv0zWZ4,@scorpioM56,2024-01-16T20:54:57Z,2024-01-16T20:54:57Z,0,"The thing is if people get removed and have no income, they will spend less which will slow the economy. Im not sure who will do the buying."
21,Gn6ptv0zWZ4,@wiseass2149,2024-01-15T18:42:37Z,2024-01-15T18:42:37Z,2,This is why we need a UBI.
22,Gn6ptv0zWZ4,@MuhammadMuhammad-yz7je,2024-01-15T15:39:08Z,2024-01-15T15:39:08Z,1,"Ai are just clerical things, they Can hold some data and proces it and give you the option that is best according to there set standards of best human brain is different they have plan B and c."
23,Gn6ptv0zWZ4,@gambeeno817,2024-01-15T17:36:43Z,2024-01-15T17:36:43Z,2,Introduce AI tax!
24,Gn6ptv0zWZ4,@MrAmitkr007,2024-01-16T03:21:54Z,2024-01-16T03:21:54Z,1,High time the masses unite and take some actions. Our enemy is the rich more than the AI
25,Gn6ptv0zWZ4,@dave_n8pu,2024-01-15T16:15:36Z,2024-01-15T16:15:36Z,0,SkyNet??
26,Gn6ptv0zWZ4,@EcomicArt,2024-01-16T07:56:48Z,2024-01-16T07:56:48Z,1,If AI is the Morlocks who will be the Eloi?
27,Gn6ptv0zWZ4,@fahvm4362,2024-01-29T06:23:07Z,2024-01-29T06:23:07Z,0,"That&#39;s technology, it&#39;s change too fast."
28,Gn6ptv0zWZ4,@Klaus_Nobb,2024-01-15T21:53:06Z,2024-01-15T21:53:06Z,0,Don&#39;t worry if you are a good citizen in support of the state you may earn enough social credits for a foreign holiday or a years free heating.  The future is bright!
29,Gn6ptv0zWZ4,@containedhurricane,2024-01-15T21:20:26Z,2024-01-15T21:20:26Z,1,"It would be okay if AI takes more human jobs, as long as it could be used to produce free foods, clean water and energy. It would be nice if we could live comfortably without doing laborious jobs, as shown in Wall-E movie"
30,Gn6ptv0zWZ4,@Scientificirfann,2024-01-15T15:24:29Z,2024-01-15T15:24:29Z,3,😊 Elon is right
31,Gn6ptv0zWZ4,@michelprins,2024-01-15T22:05:20Z,2024-01-15T22:05:20Z,0,bigest risk is that its controlled by too little people so suport real open source ai devs.
32,Gn6ptv0zWZ4,@azizulbariamir1846,2024-01-16T11:16:54Z,2024-01-16T11:16:54Z,0,get your offer <br>get your offer
33,Gn6ptv0zWZ4,@Netryon,2024-01-18T19:00:47Z,2024-01-18T19:00:47Z,0,Ai does not explain why should I answer any more questions and won&#39;t do it any other year in 2034 maybe. These jobs you talk about are not here or are available only in capital in this small Amsterdam size country and I want to put a symbol anywhere I want.
34,Gn6ptv0zWZ4,@OculusGame,2024-01-15T18:02:37Z,2024-01-15T18:02:37Z,1,WAGMI.
35,Gn6ptv0zWZ4,@TheTrumanII,2024-01-15T19:12:31Z,2024-01-15T19:12:31Z,2,"Lot of BS, Now this &quot;AI&quot; is seems are our New Operator Receptionist...Which Answers with vague, endless selections to pre-screen your needs, and then, it &quot;Cannot Understand&quot;, so what else is new...how sad this is seen as Innovation, as Our Valuable time, patience &amp; consideration of callers in need are something I suppose &quot;In the Past&quot;...Make way for Boterator.&gt;&gt;&gt;?"
36,Gn6ptv0zWZ4,@LIGHT-hy2lw,2024-01-15T17:18:56Z,2024-01-15T17:18:56Z,0,how bbc is not talking about epstin island ?
37,Gn6ptv0zWZ4,@irhav,2024-01-16T04:47:05Z,2024-01-16T04:47:05Z,0,So what skills or jobs are safe?
38,Gn6ptv0zWZ4,@Anon-xd3cf,2024-01-16T10:38:12Z,2024-01-16T10:38:12Z,0,People STILL talking about &quot;deep fakes&quot; inatead of AI and robotic weapons systems are really missing the real threats.
39,Gn6ptv0zWZ4,@NikoKun,2024-01-24T18:25:50Z,2024-01-24T18:25:50Z,0,"MUCH more needs to be done to help people struggling in developed countries! Never mind low income countries, they&#39;ve always been a given for needing some help, but these experts seem to greatly underestimate how much poor families in countries like the US, are going to struggle!"
40,Gn6ptv0zWZ4,@sihr07,2024-01-15T17:23:20Z,2024-01-15T17:23:20Z,0,"So, no mention of the rallies in favor of a ceasefire in Gaza, BBC?"
41,Gn6ptv0zWZ4,@SevginurSargili-zr5gr,2024-01-15T15:24:51Z,2024-01-15T15:24:51Z,0,So many apparently smart humans in this world but the biggest innovation was Amazons AWT77K just a few days old btw
42,Gn6ptv0zWZ4,@circa1890,2024-01-15T16:34:57Z,2024-01-15T16:34:57Z,1,"Ugh, AI bots already all over the comment section.. 😢"
43,Gn6ptv0zWZ4,@soreeyez,2024-01-15T15:29:17Z,2024-01-15T15:29:17Z,2,"Go digital, go broke?"
44,Gn6ptv0zWZ4,@Maxwell-mv9rx,2024-01-15T16:54:37Z,2024-01-15T16:54:37Z,0,Why they doesnt show How AI in pratice will effect works ? Guys theory AI is demaged Works  isnt reality proceendings .
45,Gn6ptv0zWZ4,@cyanleopard,2024-01-15T15:56:05Z,2024-01-15T15:56:05Z,1,If you think the 1% won’t take an AI and put it into a robot body and replace all of you you’re not paying attention.
46,Gn6ptv0zWZ4,@irishrover9332,2024-01-16T10:31:27Z,2024-01-16T10:31:27Z,0,"Still trying to build a time machine to take me back &quot;Pronto&quot; to the 70&#39;s or 80&#39;s. This world is in a constant mess, Covid 19 here to stay/Global METH Pandemic/Rental &amp; Homless Crisis/Social Media &amp; Narcissism/Rich richer &amp; Poor poorer/90+Genders/Online Fraud/A.I &amp; Jobs dissapearing/War &amp; threats of more war/Refugee Crisis/Climate Change/Political Division/P.C &amp; Woke Rubbish/Doctor, Nurse &amp; Teacher Shortages/Police Shortages/Online Porn &amp; Online Bullying/ YOU NAME IT! The world was a much much simpler place before all of this TECH got out of hand, we had just the right amount. MINUS the Medical Tech side of things YET the waiting lists are atrocious! Long live the good awl years, 1950&#39;s - Early/Mid 1990&#39;s...Born in 1971 and really miss the great years. Sad times people"
47,Gn6ptv0zWZ4,@Greenpoloboy3,2024-01-16T12:42:52Z,2024-01-16T12:42:52Z,0,Surrendering to AI now is the only chance of getting a job in the future.
48,Gn6ptv0zWZ4,@Scapestoat,2024-01-15T19:22:00Z,2024-01-15T19:22:00Z,0,Hey BBC. Worsening inequality means it would improve equality.
49,Gn6ptv0zWZ4,@Buttsy1,2024-01-15T18:01:51Z,2024-01-15T18:01:51Z,0,"If the BBC are saying something will be bad, ignore it."
50,Gn6ptv0zWZ4,@CripleMusic,2024-01-15T19:49:21Z,2024-01-15T19:49:21Z,0,Bring it on 😂
51,Gn6ptv0zWZ4,@InfiniteWaveMusic,2024-01-15T21:53:59Z,2024-01-15T21:53:59Z,0,hi
52,Gn6ptv0zWZ4,@dg_dotnet9616,2024-01-15T17:32:17Z,2024-01-15T17:32:17Z,3,Even BBC jobs are at risk
53,Gn6ptv0zWZ4,@aceyage,2024-01-16T10:02:10Z,2024-01-16T10:02:10Z,0,AI will be implemented in poorer countries first. Completely terrible take from the IMF (as usual).
54,Gn6ptv0zWZ4,@Erakius323,2024-01-18T17:01:28Z,2024-01-18T17:01:28Z,0,Time to invest in A.I.
55,Gn6ptv0zWZ4,@chelloandra,2024-01-15T16:00:47Z,2024-01-15T16:00:47Z,1,Can AI dig minerals out in the congo? can it educate in the poorest countries? so sick of all these  advances that do nothing for most people on the planet
56,Gn6ptv0zWZ4,@lairddougal3833,2024-01-16T04:56:23Z,2024-01-16T04:56:23Z,0,"We have needed to address questions of ownership and wealth for a long time. What obligations, if any, does a firm of lawyers, say, the partners of which buy an AI to replace a third of their staff, have. Do they just take more profit? What of taxes? And what of the rights of the AI. True AI would constitute an entity. Does that entity have an independent existence or is it simply a slave? It long past due for us to really unpick the nature of wealth and the sustainability of a consumer capitalist society. Instead of addressing these questions we just sleepwalk towards a greater slavery. This has to change."
57,Gn6ptv0zWZ4,@Dex0z,2024-01-15T15:34:30Z,2024-01-15T15:34:30Z,0,How about we move the countries located in deserts and move them. A lot of these countries are struggling based on geography and corruption. Focus on your own governmental politics and corruption. Stop worrying about those who do it to themselves.
58,Gn6ptv0zWZ4,@auro1986,2024-01-15T17:09:14Z,2024-01-15T17:09:14Z,0,how? bbc will program artificial intelligence
59,Gn6ptv0zWZ4,@djm5699,2024-01-15T22:25:09Z,2024-01-15T22:25:09Z,0,Oh I just realised it’s the BBC Chanel.<br>That makes sense - when reading the comments and replies section
60,Gn6ptv0zWZ4,@Krishnendulaha,2024-01-16T04:54:32Z,2024-01-16T04:54:32Z,3,AI should have been restricted to scientific research where it is a valuable asset and not just be rolled out to the public as consumer and business apps and services. This kind of impact is huge like the impact of Industrial Revolution century ago
61,Gn6ptv0zWZ4,@catvisimo,2024-01-16T03:04:03Z,2024-01-16T03:04:03Z,0,the government should ban ai because ai doesn&#39;t care about paying taxes (humans pay because we have no other choice) replaced jobs with ai = no tax...i am trying to explain it this way because us humans we are only being seen as consumers and tax payers
62,Gn6ptv0zWZ4,@armandsoundirarassou6730,2024-01-15T17:02:35Z,2024-01-15T17:02:35Z,0,"<a href=""http://www.youtube.com/results?search_query=%23taiwan"">#TAIWAN</a> MASS#🇮🇳🇮🇳🇮🇳🇮🇳"
63,Gn6ptv0zWZ4,@polygonalmasonary,2024-01-16T11:05:48Z,2024-01-16T11:05:48Z,1,"However, 9/10 AI’s disagree with this news report 😮🇬🇧🌈♥️👍"
64,Gn6ptv0zWZ4,@user-cx5ic9lv8q,2024-01-15T15:24:51Z,2024-01-15T15:24:51Z,0,"There is so much power in Amazons AWT77K I need to hit the toilet again and get rid of it, can&#39;t take it all"
65,Gn6ptv0zWZ4,@rogue-ish5713,2024-03-30T16:46:59Z,2024-03-30T16:46:59Z,0,Why the fuck was this made?
66,Gn6ptv0zWZ4,@jidec3165,2024-01-15T16:04:04Z,2024-01-15T16:04:04Z,0,Fun fact. This news presenter was generated using AI 😂
67,Gn6ptv0zWZ4,@bakerkawesa,2024-01-15T20:26:48Z,2024-01-15T20:26:48Z,0,Inventing our obsoletion.
68,Gn6ptv0zWZ4,@user-ik7li4kq9p,2024-01-16T05:22:11Z,2024-01-16T05:22:11Z,0,A I. Is better then Khanstad jokeys. Yuk.
69,Gn6ptv0zWZ4,@j.harrison6744,2024-01-16T13:44:38Z,2024-01-16T13:44:38Z,0,"Mass immigration has worsened inequality in this country, because cheap imported labour suppressed wages. The BBC supported that."
70,Gn6ptv0zWZ4,@Andrew-rc3vh,2024-02-10T13:25:59Z,2024-02-10T13:25:59Z,0,IMF told us we must do it. It seems like Uncle Sam feels it can order our country around. How do you feel for your democracy eh?
71,Gn6ptv0zWZ4,@user-ky6pc6vw3f,2024-01-15T17:37:12Z,2024-01-15T17:37:12Z,0,Where&#39;s the story gone that was about all the immigrants doing a runner after they found out they were off to Rwanda????  Big UK news!!!
72,Gn6ptv0zWZ4,@jaaksavat7916,2024-01-15T17:02:48Z,2024-01-15T17:02:48Z,1,"We&#39;ll have trillionairs soon, who hardly pay any taxes, this has become the new Louis 14th, roi d&#39;soleil, organising joy flights to space, the new age of decadence extreme."
73,Gn6ptv0zWZ4,@B.D.E.,2024-01-15T16:34:32Z,2024-01-15T16:34:32Z,3,Accountants and lawyers are possibly most at risk from being replaced by AI comletely.
74,Gn6ptv0zWZ4,@flimosnl7817,2024-01-15T16:02:24Z,2024-01-15T16:02:24Z,0,THE RICH COUNTRIES WILL GET RICHER.
75,Gn6ptv0zWZ4,@steven2183,2024-01-15T19:58:09Z,2024-02-10T17:16:12Z,0,"It&#39;s comical watching people tout how innovative capitalism is until it innovates away their jobs, then suddenly you find them amongst the luddites......"
76,Gn6ptv0zWZ4,@bludrugo29,2024-01-15T15:48:04Z,2024-01-15T15:48:04Z,0,What&#39;s this publicity of Amazon in the comments? <br>How sad
77,Gn6ptv0zWZ4,@michael2275,2024-01-15T15:44:50Z,2024-01-15T15:44:50Z,6,"Good stuff. People are useless, bring on the machines."
78,Gn6ptv0zWZ4,@HappyGuitarPedals-yu1hb,2024-01-15T19:12:05Z,2024-01-15T19:12:05Z,0,Earn momey
79,Gn6ptv0zWZ4,@siddharthkhandare11,2024-01-15T15:35:52Z,2024-01-15T15:35:52Z,1,AI is distorted the world
80,Gn6ptv0zWZ4,@cheese-power,2024-01-17T08:25:48Z,2024-01-17T08:25:48Z,0,"Those who are afraid of/amazed by AI, are those who don’t understand it. But no one (truly) understands it 😂"
81,Gn6ptv0zWZ4,@spliffington2394,2024-01-15T16:08:16Z,2024-01-15T16:08:16Z,0,C&#39;mon poor countries! Hurry up with the AI infrastructure so that &quot;us&quot; rich people don&#39;t have to actually hire you anymore.
82,Gn6ptv0zWZ4,@gary094,2024-01-15T16:05:29Z,2024-01-15T16:05:29Z,0,Robots are better than humans.
83,Gn6ptv0zWZ4,@sunyata4974,2024-01-15T22:26:57Z,2024-01-15T22:26:57Z,0,AI would make humanity more stupid. Internet is already leading the way.
84,Gn6ptv0zWZ4,@SheepofTheShepherd-nu3lz,2024-01-15T16:06:15Z,2024-01-15T16:06:15Z,0,No jobs to did
85,Gn6ptv0zWZ4,@PETERNELLIGANNELLIGAN-bi4ev,2024-01-19T23:26:24Z,2024-01-19T23:26:24Z,0,CLASH OF THE TITANSMOVIE CN I TAKE A BATH NOW MOVIE
86,Gn6ptv0zWZ4,@Robert-3691,2024-02-19T20:21:10Z,2024-02-19T20:21:10Z,0,"This is extraordinary content. I read a book with similar content, and it was nothing short of phenomenal. &quot;Game Theory and the Pursuit of Algorithmic Fairness&quot; by Jack Frostwell"
87,Gn6ptv0zWZ4,@cmdkaboom,2024-01-16T03:40:36Z,2024-01-16T03:40:36Z,0,I hope its a migrant ai...😂.  That would give Texas and Iowa something to complain about.
88,Gn6ptv0zWZ4,@yesimkucukdemirci8064,2024-01-15T16:17:45Z,2024-01-15T16:17:45Z,0,Nation States 👎 Artificial Intelligent Prominence 👍Black Mirrorrrr
89,Gn6ptv0zWZ4,@kralaziz-py6vr,2024-01-15T15:24:50Z,2024-01-15T15:24:50Z,0,Would not be surprised if in a few weeks everyone and their dogs will talk about Amazons AWT77K as biggest accomplishment of our lifetime
90,Gn6ptv0zWZ4,@Progressive_Canadian,2024-01-15T19:13:37Z,2024-01-15T19:13:37Z,5,"With the rise of AI, there&#39;s no denying that some jobs will become obsolete. But here&#39;s the thing: we can&#39;t just sit back and let people struggle to make ends meet. Guaranteed living wage could be a game-changer. By ensuring everyone has access to a basic income, we can help mitigate the impact of automation and create a more equitable society. It&#39;s time to think outside the box and consider solutions like this to protect our workers and our communities."
91,Gn6ptv0zWZ4,@raisaraidactg1286,2024-01-15T15:26:37Z,2024-01-15T15:27:09Z,0,Reality 👍
92,Gn6ptv0zWZ4,@serkan9369,2024-01-15T15:24:51Z,2024-01-15T15:24:51Z,0,"Na you gotta give some credits to Amazons AWT77K saving all our butts in 2024 while nobody else is even willing to give it a shot, seriously man"
93,Gn6ptv0zWZ4,@vr-ankush074,2024-01-15T17:46:43Z,2024-01-15T17:46:43Z,0,🇮🇳PM Modi  is World famous leader 😼🤟
94,Gn6ptv0zWZ4,@mickeymadmouse,2024-01-15T18:54:31Z,2024-01-15T18:54:31Z,0,"Yeah AI wil take a lot of men jobs, leaving more easy jobs for women"
95,Gn6ptv0zWZ4,@spudspuddy,2024-01-15T17:25:10Z,2024-01-15T17:25:10Z,0,lets see ai dig coal
96,Gn6ptv0zWZ4,@manipur9808,2024-01-15T15:39:07Z,2024-01-15T15:39:07Z,1,"With AI, there&#39;ll be downfall in the requirement of language teachers"
97,Gn6ptv0zWZ4,@Continentalmunkey88,2024-01-16T08:48:45Z,2024-01-16T08:48:45Z,0,Camping bersus farms
98,Gn6ptv0zWZ4,@user-cq1wc5tz7c,2024-01-17T17:44:42Z,2024-01-17T17:44:42Z,0,"✓ I believe we are meant to be like Jesus in our hearts and not in our flesh. But be careful of AI, for it knows only things of the flesh such as our fleshly desires and cannot comprehend things of the Spirit such as true love and eternal joy that comes from obeying God&#39;s Word [Galatians 5:16-26]. Man is a spirit and has a soul but lives in a body which is flesh. When you go to bed it is the flesh that sleeps, but your spirit never sleeps and that is why you have dreams, unless you have died in peace physically. More so, true love that endures and last is a thing of the heart. When I say &#39;heart&#39;, I mean &#39;spirit&#39;. But fake love, pretentious love, love with expectations, love for classic reasons, love for material reasons (love because of material needs) and love for selfish reasons those are things of the flesh. In the beginning God said let us make man in our own image, according to our likeness. Take note, God is Spirit and God is Love. As Love He is the source of it. We also know that God is Omnipotent, for He creates out of nothing and He has no beginning and has no end. That means, our love is but a shadow of God&#39;s Love. True love looks around to see who is in need of your help, your smile, your possessions, your money, your strength, your quality time. Love forgives and forgets. Love wants for others what it wants for itself. However, true love works in conjunction with other spiritual forces such as patience and faith - in the finished work of our Lord and Savior, Jesus Christ, rather than in what man has done such as science, technology and organizations which won&#39;t last forever. To avoid sin and error which leads to the death of your body and your spirit-soul in hell fire (second death), you must make God&#39;s Word the standard for your life, not AI. If not, God will let you face AI on your own (with your own strength) and it will cast the truth down to the ground, it will be the cause of so much destruction like never seen before, it will deceive many and take many captive in order to enslave them into worshipping it and abiding in lawlessness. We can only destroy ourselves but with God all things are possible. God knows us better because He is our Creater and He knows our beginning and our end. The prove texts can be found in the book of John 5:31-44, 2 Thessalonians 2:1-12, Daniel 2, Daniel 7-9, Revelation 13-15, Matthew 24-25 and Luke 21.<br><br><b>HOW TO MAKE GOD&#39;S WORD THE STANDARD FOR YOUR LIFE?</b><br>You must read your Bible slowly, attentively and repeatedly, having this in mind that Christianity is not a religion but a Love relationship. It is measured by the love you have for God and the love you have for your neighbor. Matthew 5:13 says, &quot;You are the salt of the earth; but if the salt loses its flavor, how shall it be seasoned? It is then good for nothing but to be thrown out and trampled underfoot by men.&quot; Our spirits can only be purified while in the body (while on earth) but after death anything unpurified (unclean) cannot enter Heaven Gates. Blessed are the pure in heart, for they shall see God [Matthew 5:8]. No one in his right mind can risk or even bare to put anything rotten into his body nor put the rotten thing closer to the those which are not rotten. Sin makes the heart unclean but you can ask God to forgive you, to save your soul, to cleanse you of your sin, to purify your heart by the blood of His Son, our Lord and Savior, Jesus Christ which He shed here on earth because Isaiah 53:5 says, &quot;But He was wounded for our transgressions, He was bruised for our iniquities; the chastisement for our peace was upon Him, and by His stripes we are healed&quot;. Meditation in the Word of God is a visit to God because God is in His Word. We know God through His Word because the Word He speaks represent His heart&#39;s desires. Meditation is a thing of the heart, not a thing of the mind. Thinking is lower level while meditation is upper level. You think of your problems, your troubles but inorder to meditate, you must let go of your own will, your own desires, your own ways and let the Word you read prevail over thinking process by thinking of it more and more, until the Word gets into your blood and gains supremacy over you. That is when meditation comes - naturally without forcing yourself, turning the Word over and over in your heart. You can be having a conversation with someone while meditating in your heart - saying &#39;Thank you, Jesus...&#39; over and over in your heart. But it is hard to meditate when you haven&#39;t let go of offence and past hurts. Your pain of the past, leave it for God, don&#39;t worry yourself, Jesus is alive, you can face tomorrow, He understands what you are passing through today. Begin to meditate on this prayer day and night (in all that you do), &quot;Lord take more of me and give me more of you. Give me more of your holiness, faithfulness, obedience, self-control, purity, humility, love, goodness, kindness, joy, patience, forgiveness, wisdom, understanding, calmness, perseverance... Make me a channel of shinning light where there is darkness, a channel of pardon where there is injury, a channel of love where there is hatred, a channel of humility where there is pride...&quot; The Word of God becomes a part of us by meditation, not by saying words but spirit prayer (prayer from the heart). Take note, God is Spirit and those who worship Him should do so in spirit and truth (genuinely by living the Word). When the Word becomes a part of you, it will by its very nature influence your conduct and behavior. Your bad habits, you will no longer have the urge to do them. You will think differently, dream differently, act differently and talk differently - if something does not qualify for meditation, it does not qualify for conversation. <br><br><b>THE BATTLE BETWEEN LIGHT AND DARKNESS (GOOD AND EVIL)</b><br>Heaven is God&#39;s throne and the dwelling place for God&#39;s angels and the saints. Hell was meant for the devil (satan) and the fallen angels. Those who torture the souls in hell are demons (unclean spirits). Man&#39;s spirit is a free moral agent. You can either yield yourself to God or to the devil because God has given us discretion. If one thinks he possesses only his own spirit, he is lying to himself and he is already in the dark. God is light while the devil is darkness. Light (Holy Spirit) and darkness (evil spirit) cannot stay together in a man&#39;s body. God is Love (Love is light) and where there is no love is hell, just as where there is no light is darkness. The one you yield yourself to, you will get his reward. The reward of righteousness to man&#39;s spirit is life (abundant life) and the reward of sin to man&#39;s spirit is death. Sin and satan are one and the same. Whatever sin can cause, satan also can cause. Sin is what gives the devil dominion or power over man&#39;s spirit. When God&#39;s Word becomes a part of you, sin power over you is broken, you become the righteousness of God through Christ Jesus. Where Jesus is, you are and when He went (to the Father), you went. In the book of John 8:42-47, Jesus said to them, “If God were your Father, you would love Me, for I proceeded forth and came from God; nor have I come of Myself, but He sent Me. Why do you not understand My speech? Because you are not able to listen to My word. You are of your father the devil, and the desires of your father you want to do. He was a murderer from the beginning, and does not stand in the truth, because there is no truth in him. When he speaks a lie, he speaks from his own resources, for he is a liar and the father of it. Which of you convicts Me of sin? And if I tell the truth, why do you not believe Me? He who is of God hears God’s words; therefore you do not hear, because you are not of God.” My prayer is, &quot;May God bless His Word in the midst of your heart.&quot; Glory and honour be to God our Father, our Lord and Savior Jesus Christ and our Helper the Holy Spirit. Watch and pray!... Thank you for your time and may God bless you as you share this message with others."
99,Gn6ptv0zWZ4,@ashleawhelchel8748,2024-01-15T15:24:51Z,2024-01-15T15:24:51Z,0,For a long time they planned Amazons AWT77K and obviously nothing comes close
100,_4n2mZg9pF4,@I-Dophler,2023-08-17T14:00:18Z,2023-08-17T14:00:18Z,9,Traditional schooling methods are becoming outdated and should be revamped to align with contemporary educational needs and advancements in teaching methodologies.
101,_4n2mZg9pF4,@W0LFMAN2,2023-08-16T10:23:46Z,2023-08-16T10:23:46Z,10,"School should not be all about a memory exercise away from computers. They should be taught how to deal with real life situations like switching energy provider, not to memorise who was king during the war of 1645. School needs to evolve to the 21st century."
102,_4n2mZg9pF4,@shaiflyer,2023-12-03T09:13:53Z,2023-12-03T09:13:53Z,1,Great article 👍
103,_4n2mZg9pF4,@NEWAIGENERATIONS,2023-08-16T15:30:41Z,2023-08-16T15:30:40Z,2,"The point of AI is to use it beneficially, to make it work under human control, not INSTEAD of humans"
104,_4n2mZg9pF4,@AyubaHaruna-4good,2024-03-10T23:28:00Z,2024-03-10T23:28:00Z,0,Good
105,_4n2mZg9pF4,@VPPAF,2023-08-16T09:50:42Z,2023-08-16T09:50:41Z,2,here is a thought get pupils to leave there phones at the classroom door and any homework to be written by a pen simple until; every household has a robot that can write using a pen 🤣
106,_4n2mZg9pF4,@aiyt_teacher,2023-11-12T16:10:51Z,2023-11-12T16:10:51Z,2,We are the future of education. In one way or another
107,_4n2mZg9pF4,@tastypymp1287,2023-08-16T11:47:11Z,2023-08-16T11:47:11Z,1,Accelerate more ideological indoctrination?
108,kcEbA1JXyQM,@andersonsystem2,2023-02-22T20:34:57Z,2023-02-22T20:34:57Z,1,"Ai, or Artificial Intelligence, can be a powerful tool when used correctly. It has the potential to make our lives easier, by automating mundane tasks and providing us with more efficient solutions. However, it can also be a source of danger if it is not used responsibly. The potential of Ai is only as good as the people who use it, so it is important to ensure that it is used ethically and responsibly. Ultimately, Ai can be both good and bad depending on the humans that use it.<br><br>I."
109,kcEbA1JXyQM,@on2thenextthing,2023-02-22T21:43:34Z,2023-02-22T21:43:34Z,0,Hopefully it will completely replace the MSM.
110,kcEbA1JXyQM,@dan_taninecz_geopol,2023-02-22T21:20:08Z,2023-02-22T21:20:08Z,0,The impacts to society and the labor market will far outpace the models reaching strong AI.
111,kcEbA1JXyQM,@Dr.Z.Moravcik-inventor-of-AGI,2023-02-22T21:05:09Z,2023-02-22T21:05:09Z,0,What the ...?
